"","V1","V2"
"1","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_01_6HR_DHA_BRep2"
"2","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_17_6HR_DHA_BRep1"
"3","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_17_24HR_DHA_BRep1"
"4","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_21_6HR_UT_BRep2"
"5","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_07_24HR_DHA_BRep2"
"6","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_20_6HR_DHA_BRep2"
"7","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_02_24HR_UT_BRep2"
"8","2016-07-19_256178610049_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_17_24HR_UT_BRep2"
"9","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_25_6HR_UT_BRep2"
"10","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_17_24HR_UT_BRep1"
"11","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_06_24HR_UT_BRep1"
"12","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_08_24HR_DHA_BRep2"
"13","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_01_24HR_DHA_BRep1"
"14","2016-07-19_256178610050_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_08_6HR_UT_BRep2"
"15","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_06_24HR_DHA_BRep1"
"16","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_28_6HR_UT_BRep1"
"17","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_02_6HR_UT_BRep1"
"18","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_04_24HR_UT_BRep1"
"19","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_26_6HR_DHA_BRep1"
"20","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_30_24HR_DHA_BRep1"
"21","2016-07-19_256178610051_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_21_24HR_UT_BRep1"
"22","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_30_24HR_UT_BRep1"
"23","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_15_6HR_UT_BRep1"
"24","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_25_24HR_DHA_BRep1"
"25","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_20_6HR_UT_BRep2"
"26","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_07_24HR_UT_BRep2"
"27","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_04_6HR_UT_BRep2"
"28","2016-07-19_256178610052_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_01_6HR_DHA_BRep1"
"29","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_26_24HR_DHA_BRep1"
"30","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_18_24HR_DHA_BRep1"
"31","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_07_24HR_UT_BRep1"
"32","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_26_24HR_UT_BRep1"
"33","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_26_6HR_UT_BRep2"
"34","2016-07-19_256178610053_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_17_6HR_DHA_BRep2"
"35","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_02_24HR_DHA_BRep1"
"36","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_04_6HR_UT_BRep1"
"37","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_30_6HR_DHA_BRep1"
"38","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_08_24HR_DHA_BRep1"
"39","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_12_24HR_UT_BRep2"
"40","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_06_6HR_UT_BRep1"
"41","2016-07-19_256178610054_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_20_24HR_UT_BRep1"
"42","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_01_6HR_UT_BRep1"
"43","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_15_24HR_UT_BRep1"
"44","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_04_24HR_DHA_BRep2"
"45","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_18_6HR_DHA_BRep1"
"46","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_22_24HR_UT_BRep1"
"47","2016-07-19_256178610055_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_12_6HR_UT_BRep1"
"48","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_02_24HR_UT_BRep1"
"49","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_14_6HR_DHA_BRep1"
"50","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_06_24HR_UT_BRep2"
"51","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_21_6HR_DHA_BRep1"
"52","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_04_6HR_DHA_BRep2"
"53","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_14_24HR_DHA_BRep1"
"54","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_07_6HR_UT_BRep1"
"55","2016-07-22_256178610056_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_21_24HR_DHA_BRep1"
"56","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_28_6HR_DHA_BRep1"
"57","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_30_6HR_UT_BRep2"
"58","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_22_6HR_DHA_BRep2"
"59","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_29_24HR_UT_BRep1"
"60","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_02_6HR_DHA_BRep2"
"61","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_06_24HR_DHA_BRep2"
"62","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_02_6HR_UT_BRep2"
"63","2016-07-22_256178610057_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_14_24HR_UT_BRep1"
"64","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_22_24HR_UT_BRep2"
"65","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_26_24HR_UT_BRep2"
"66","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_04_6HR_DHA_BRep1"
"67","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_21_6HR_DHA_BRep2"
"68","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_20_24HR_DHA_BRep1"
"69","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_17_6HR_UT_BRep2"
"70","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_12_6HR_DHA_BRep1"
"71","2016-07-22_256178610058_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_11_24HR_DHA_BRep1"
"72","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_08_24HR_UT_BRep1"
"73","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_14_6HR_UT_BRep2"
"74","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_07_24HR_DHA_BRep1"
"75","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_11_6HR_DHA_BRep1"
"76","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_26_24HR_DHA_BRep2"
"77","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_08_6HR_DHA_BRep1"
"78","2016-07-22_256178610059_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_21_6HR_UT_BRep1"
"79","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_25_6HR_DHA_BRep2"
"80","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_11_24HR_UT_BRep1"
"81","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_15_24HR_DHA_BRep1"
"82","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_22_24HR_DHA_BRep1"
"83","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_01_24HR_UT_BRep1"
"84","2016-07-22_256178610060_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_01_6HR_UT_BRep2"
"85","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_08_24HR_UT_BRep2"
"86","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_29_24HR_DHA_BRep1"
"87","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_06_6HR_DHA_BRep2"
"88","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_14_24HR_DHA_BRep2"
"89","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_26_6HR_UT_BRep1"
"90","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_30_6HR_UT_BRep1"
"91","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_04_24HR_DHA_BRep1"
"92","2016-07-22_256178610061_532_635_exp_autogain2-1_converted_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_06_6HR_UT_BRep2"
"93","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_17_24HR_DHA_BRep2"
"94","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_20_24HR_DHA_BRep2"
"95","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_20_6HR_DHA_BRep1"
"96","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_07_6HR_DHA_BRep2"
"97","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_22_24HR_DHA_BRep2"
"98","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_21_24HR_UT_BRep2"
"99","2016-07-22_256178610062_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_14_6HR_DHA_BRep2"
"100","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_12_24HR_DHA_BRep1"
"101","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_21_24HR_DHA_BRep2"
"102","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_20_24HR_UT_BRep2"
"103","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_01_24HR_DHA_BRep2"
"104","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_07_6HR_UT_BRep2"
"105","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_25_24HR_UT_BRep2"
"106","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_14_24HR_UT_BRep2"
"107","2016-07-22_256178610063_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_12_24HR_UT_BRep1"
"108","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_15_6HR_UT_BRep2"
"109","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_27_24HR_UT_BRep1"
"110","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_29_24HR_DHA_BRep2"
"111","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_22_6HR_DHA_BRep1"
"112","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_29_6HR_UT_BRep1"
"113","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_54_24HR_UT_BRep1"
"114","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_15_6HR_DHA_BRep2"
"115","2016-07-28_256178610065_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_41_6HR_DHA_BRep1"
"116","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_12_6HR_UT_BRep2"
"117","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_02_6HR_DHA_BRep1"
"118","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_22_6HR_UT_BRep1"
"119","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_55_6HR_DHA_BRep2"
"120","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_28_24HR_DHA_BRep2"
"121","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_29_24HR_UT_BRep2"
"122","2016-07-28_256178610066_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_15_24HR_DHA_BRep2"
"123","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_1_1.txt","isolate_29_6HR_DHA_BRep1"
"124","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_1_2.txt","isolate_49_6HR_UT_BRep1"
"125","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_1_3.txt","isolate_12_6HR_DHA_BRep2"
"126","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_1_4.txt","isolate_29_6HR_DHA_BRep2"
"127","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_2_1.txt","isolate_28_24HR_UT_BRep2"
"128","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_2_2.txt","isolate_15_24HR_UT_BRep2"
"129","2016-07-28_256178610067_532_635_EXP_Autogain2-1_GE1_1200_Jun14_2_3.txt","isolate_45_24HR_UT_BRep1"
"130","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_29_6HR_UT_BRep2"
"131","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_28_24HR_UT_BRep1"
"132","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_30_6HR_DHA_BRep2"
"133","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_12_24HR_DHA_BRep2"
"134","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_04_24HR_UT_BRep2"
"135","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_25_24HR_DHA_BRep2"
"136","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_18_6HR_UT_BRep1"
"137","2016-07-28_256178610101_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_06_6HR_DHA_BRep1"
"138","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_45_24HR_DHA_BRep1"
"139","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_18_6HR_UT_BRep2"
"140","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_34_6HR_UT_BRep1"
"141","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_48_6HR_DHA_BRep1"
"142","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_45_6HR_UT_BRep1"
"143","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_14_6HR_UT_BRep1"
"144","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_55_6HR_DHA_BRep1"
"145","2016-08-18_256178610102_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_55_24HR_DHA_BRep1"
"146","2016-08-18_256178610103_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_48_24HR_DHA_BRep1"
"147","2016-08-18_256178610103_532_635_EXP_Autogain_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_18_6HR_DHA_BRep2"
